,NU_ANO_CENSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,IN_CAPITAL,TP_DIMENSAO,TP_ORGANIZACAO_ACADEMICA,TP_CATEGORIA_ADMINISTRATIVA,TP_REDE,CO_IES,NO_CURSO,CO_CURSO,NO_CINE_ROTULO,CO_CINE_ROTULO2,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,CO_CINE_AREA_ESPECIFICA,NO_CINE_AREA_ESPECIFICA,CO_CINE_AREA_DETALHADA,NO_CINE_AREA_DETALHADA,TP_GRAU_ACADEMICO,IN_GRATUITO,TP_MODALIDADE_ENSINO,TP_NIVEL_ACADEMICO,QT_CURSO,QT_VG_TOTAL,QT_VG_TOTAL_DIURNO,QT_VG_TOTAL_NOTURNO,QT_VG_TOTAL_EAD,QT_VG_NOVA,QT_VG_PROC_SELETIVO,QT_VG_REMANESC,QT_VG_PROG_ESPECIAL,QT_INSCRITO_TOTAL,QT_INSCRITO_TOTAL_DIURNO,QT_INSCRITO_TOTAL_NOTURNO,QT_INSCRITO_TOTAL_EAD,QT_INSC_VG_NOVA,QT_INSC_PROC_SELETIVO,QT_INSC_VG_REMANESC,QT_INSC_VG_PROG_ESPECIAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_DIURNO,QT_ING_NOTURNO,QT_ING_VG_NOVA,QT_ING_VESTIBULAR,QT_ING_ENEM,QT_ING_AVALIACAO_SERIADA,QT_ING_SELECAO_SIMPLIFICA,QT_ING_EGR,QT_ING_OUTRO_TIPO_SELECAO,QT_ING_PROC_SELETIVO,QT_ING_VG_REMANESC,QT_ING_VG_PROG_ESPECIAL,QT_ING_OUTRA_FORMA,QT_ING_0_17,QT_ING_18_24,QT_ING_25_29,QT_ING_30_34,QT_ING_35_39,QT_ING_40_49,QT_ING_50_59,QT_ING_60_MAIS,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_MAT,QT_MAT_FEM,QT_MAT_MASC,QT_MAT_DIURNO,QT_MAT_NOTURNO,QT_MAT_0_17,QT_MAT_18_24,QT_MAT_25_29,QT_MAT_30_34,QT_MAT_35_39,QT_MAT_40_49,QT_MAT_50_59,QT_MAT_60_MAIS,QT_MAT_BRANCA,QT_MAT_PRETA,QT_MAT_PARDA,QT_MAT_AMARELA,QT_MAT_INDIGENA,QT_MAT_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_DIURNO,QT_CONC_NOTURNO,QT_CONC_0_17,QT_CONC_18_24,QT_CONC_25_29,QT_CONC_30_34,QT_CONC_35_39,QT_CONC_40_49,QT_CONC_50_59,QT_CONC_60_MAIS,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_NACBRAS,QT_ING_NACESTRANG,QT_MAT_NACBRAS,QT_MAT_NACESTRANG,QT_CONC_NACBRAS,QT_CONC_NACESTRANG,QT_ALUNO_DEFICIENTE,QT_ING_DEFICIENTE,QT_MAT_DEFICIENTE,QT_CONC_DEFICIENTE,QT_ING_FINANC,QT_ING_FINANC_REEMB,QT_ING_FIES,QT_ING_RPFIES,QT_ING_FINANC_REEMB_OUTROS,QT_ING_FINANC_NREEMB,QT_ING_PROUNII,QT_ING_PROUNIP,QT_ING_NRPFIES,QT_ING_FINANC_NREEMB_OUTROS,QT_MAT_FINANC,QT_MAT_FINANC_REEMB,QT_MAT_FIES,QT_MAT_RPFIES,QT_MAT_FINANC_REEMB_OUTROS,QT_MAT_FINANC_NREEMB,QT_MAT_PROUNII,QT_MAT_PROUNIP,QT_MAT_NRPFIES,QT_MAT_FINANC_NREEMB_OUTROS,QT_CONC_FINANC,QT_CONC_FINANC_REEMB,QT_CONC_FIES,QT_CONC_RPFIES,QT_CONC_FINANC_REEMB_OUTROS,QT_CONC_FINANC_NREEMB,QT_CONC_PROUNII,QT_CONC_PROUNIP,QT_CONC_NRPFIES,QT_CONC_FINANC_NREEMB_OUTROS,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVETNICO,QT_ING_RVPDEF,QT_ING_RVSOCIAL_RF,QT_ING_RVOUTROS,QT_MAT_RESERVA_VAGA,QT_MAT_RVREDEPUBLICA,QT_MAT_RVETNICO,QT_MAT_RVPDEF,QT_MAT_RVSOCIAL_RF,QT_MAT_RVOUTROS,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVETNICO,QT_CONC_RVPDEF,QT_CONC_RVSOCIAL_RF,QT_CONC_RVOUTROS,QT_SIT_TRANCADA,QT_SIT_DESVINCULADO,QT_SIT_TRANSFERIDO,QT_SIT_FALECIDO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_ING_PROCNAOINFORMADA,QT_MAT_PROCESCPUBLICA,QT_MAT_PROCESCPRIVADA,QT_MAT_PROCNAOINFORMADA,QT_CONC_PROCESCPUBLICA,QT_CONC_PROCESCPRIVADA,QT_CONC_PROCNAOINFORMADA,QT_PARFOR,QT_ING_PARFOR,QT_MAT_PARFOR,QT_CONC_PARFOR,QT_APOIO_SOCIAL,QT_ING_APOIO_SOCIAL,QT_MAT_APOIO_SOCIAL,QT_CONC_APOIO_SOCIAL,QT_ATIV_EXTRACURRICULAR,QT_ING_ATIV_EXTRACURRICULAR,QT_MAT_ATIV_EXTRACURRICULAR,QT_CONC_ATIV_EXTRACURRICULAR,QT_MOB_ACADEMICA,QT_ING_MOB_ACADEMICA,QT_MAT_MOB_ACADEMICA,QT_CONC_MOB_ACADEMICA
190125,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ARTES CÊNICAS - CENOGRAFIA,23965,Artes cênicas,"""0215A01""",2,Artes e humanidades,21,Artes,215,Música e artes cênicas,1.0,1,1,1,1,30,30,0,0,25,0,5,0,867,867,0,0,864,0,3,0,27,17,10,27,0,25,1,24,0,0,0,0,0,2,0,0,0,22,2,2,0,1,0,0,7,3,8,0,0,9,81,58,23,81,0,0,57,13,5,3,1,2,0,34,12,24,1,0,10,5,0,5,5,0,0,1,2,0,1,1,0,0,2,0,3,0,0,0,27,0,81,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9,0,7,0,32,32,24,0,15,0,2,2,2,0,1,0,32,2,1,0,18,9,0,47,32,2,2,2,1,0,0,0,0,116,27,81,5,24,1,23,3,1,0,1,0
190126,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ARTES CÊNICAS - DIREÇÃO TEATRAL,23977,Artes cênicas,"""0215A01""",2,Artes e humanidades,21,Artes,215,Música e artes cênicas,1.0,1,1,1,1,22,22,0,0,15,0,7,0,573,573,0,0,566,0,7,0,17,8,9,17,0,15,0,15,0,0,0,0,0,2,0,0,0,16,1,0,0,0,0,0,5,5,2,0,0,5,67,30,37,67,0,0,38,15,9,4,0,1,0,36,12,12,1,1,5,12,6,6,12,0,0,4,2,4,2,0,0,0,7,1,2,1,0,1,17,0,67,0,12,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,0,4,0,30,30,18,0,13,0,2,2,1,0,1,0,21,1,0,0,9,8,0,35,27,5,2,5,5,0,0,0,0,89,17,67,12,26,2,23,1,0,0,0,0
190127,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ARTES CÊNICAS - INDUMENTÁRIA,35557,Artes cênicas,"""0215A01""",2,Artes e humanidades,21,Artes,215,Música e artes cênicas,1.0,1,1,1,1,27,27,0,0,25,0,2,0,496,496,0,0,495,0,1,0,26,21,5,26,0,26,1,25,0,0,0,0,0,0,0,0,0,21,2,1,0,2,0,0,10,6,6,0,0,4,112,84,28,112,0,0,69,24,10,4,3,1,1,47,20,31,0,0,14,24,18,6,24,0,0,10,7,3,1,1,1,1,12,4,6,0,0,2,26,0,112,0,24,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,10,0,7,0,48,48,36,0,30,0,8,8,5,0,5,0,38,5,1,0,14,12,0,56,53,3,10,12,2,0,0,0,0,156,26,112,24,35,0,30,8,0,0,0,0
190128,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ARTES VISUAIS - ESCULTURA,1175204,Artes visuais,"""0213A03""",2,Artes e humanidades,21,Artes,213,Belas artes,1.0,1,1,1,1,37,37,0,0,30,0,7,0,537,537,0,0,533,0,4,0,31,19,12,31,0,29,0,29,0,0,0,0,0,2,0,0,0,24,4,1,0,0,2,0,13,3,7,0,0,8,112,68,44,112,0,0,71,23,8,1,3,5,1,61,16,22,0,0,13,16,10,6,16,0,0,3,8,2,0,2,1,0,7,4,4,0,0,1,31,0,112,0,16,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,9,0,8,0,47,47,31,0,24,0,9,9,5,0,2,0,37,7,2,0,15,16,0,55,55,2,10,5,1,0,0,0,0,158,31,112,16,43,2,39,8,1,0,1,0
190129,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ARTES VISUAIS - GRAVURA,14340,Artes visuais,"""0213A03""",2,Artes e humanidades,21,Artes,213,Belas artes,1.0,1,1,1,1,29,29,0,0,25,0,4,0,304,304,0,0,300,0,4,0,28,20,8,28,0,25,0,25,0,0,0,0,0,3,0,0,0,24,4,0,0,0,0,0,10,4,10,0,0,4,86,60,26,86,0,0,62,14,6,4,0,0,0,38,14,23,0,0,11,7,4,3,7,0,0,3,2,2,0,0,0,0,5,1,1,0,0,0,28,0,86,0,7,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,10,0,7,0,42,42,28,0,22,0,2,2,1,0,1,0,34,3,4,0,16,12,0,53,32,1,4,2,1,0,0,0,0,127,28,86,7,24,2,19,5,0,0,0,0
190130,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ASTRONOMIA,14324,Astronomia,"""0533A01""",5,"Ciências naturais, matemática e estatística",53,Ciências físicas,533,Física,1.0,1,1,1,1,30,30,0,0,20,0,10,0,776,776,0,0,766,0,10,0,25,10,15,25,0,20,0,20,0,0,0,0,0,5,0,0,1,23,1,0,0,0,0,0,13,3,5,0,0,4,93,46,47,93,0,1,70,14,4,4,0,0,0,59,7,19,2,0,6,6,4,2,6,0,0,4,1,1,0,0,0,0,4,0,2,0,0,0,25,0,93,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,7,0,6,0,41,41,19,0,20,0,2,2,2,0,2,0,23,6,0,0,12,13,0,45,46,2,2,3,1,0,0,0,0,122,25,93,6,23,0,21,0,0,0,0,0
190131,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,BIBLIOTECONOMIA E GESTÃO DE UNIDADES DE INFORMAÇÃO,99321,Biblioteconomia,"""0322B01""",3,"Ciências sociais, comunicação e informação",32,Comunicação e informação,322,Ciência da informação e museologia,1.0,1,1,1,1,70,70,0,0,40,0,30,0,562,562,0,0,560,0,2,0,40,26,14,40,0,40,0,40,0,0,0,0,0,0,0,0,0,36,0,2,1,0,0,1,12,7,8,0,0,13,112,87,25,112,0,0,81,15,2,2,4,7,1,40,20,37,0,0,15,16,13,3,16,0,0,10,2,1,0,2,1,0,9,1,6,0,0,0,40,0,112,0,16,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12,0,10,0,61,61,38,1,32,0,6,6,2,0,4,0,32,10,1,0,21,19,0,67,45,0,7,9,0,0,0,0,0,155,40,112,16,43,1,39,4,0,0,0,0
190132,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,BIBLIOTECONOMIA E GESTÃO DE UNIDADES DE INFORMAÇÃO,1125885,Biblioteconomia,"""0322B01""",3,"Ciências sociais, comunicação e informação",32,Comunicação e informação,322,Ciência da informação e museologia,1.0,1,1,1,1,54,54,0,0,50,0,4,0,354,354,0,0,354,0,0,0,49,36,13,49,0,49,0,49,0,0,0,0,0,0,0,0,1,40,3,2,2,1,0,0,21,8,14,1,0,5,202,142,60,202,0,1,123,45,15,6,7,4,1,77,36,70,3,2,14,15,11,4,15,0,0,4,7,2,0,1,1,0,6,2,6,0,0,1,49,0,202,0,15,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,14,0,13,0,107,107,61,0,58,0,7,7,5,0,5,0,50,5,0,0,30,19,0,126,75,1,8,6,1,0,0,0,0,257,49,202,15,40,0,37,2,0,0,0,0
190133,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIA DA COMPUTAÇÃO,85783,Ciência da computação,"""0614C01""",6,Computação e Tecnologias da Informação e Comunicação (TIC),61,Computação e Tecnologias da Informação e Comunicação (TIC),614,Ciência da computação,1.0,1,1,1,1,139,139,0,0,100,0,39,0,3322,3322,0,0,3283,0,39,0,126,23,103,126,0,98,0,98,0,0,0,0,0,28,0,0,0,116,9,0,1,0,0,0,58,7,34,0,1,26,560,72,488,560,0,0,398,137,21,3,1,0,0,303,36,144,4,1,72,53,11,42,53,0,0,18,30,5,0,0,0,0,36,1,13,0,0,3,126,0,556,4,53,0,12,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,31,1,28,0,245,245,114,5,105,0,16,16,6,0,3,0,180,9,4,0,66,60,0,282,248,30,24,21,8,0,0,0,0,753,126,560,53,72,4,68,2,0,0,0,0
190134,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS ATUARIAIS,14331,Ciências atuariais,"""0542C01""",5,"Ciências naturais, matemática e estatística",54,Matemática e estatística,542,Estatística,1.0,1,1,1,1,37,37,0,0,25,0,12,0,229,229,0,0,217,0,12,0,34,11,23,34,0,24,0,24,0,0,0,0,0,9,0,1,0,31,2,1,0,0,0,0,13,4,7,0,0,10,135,52,83,135,0,0,96,37,2,0,0,0,0,65,12,33,0,0,25,18,11,7,18,0,0,9,9,0,0,0,0,0,8,3,4,0,0,3,33,1,133,2,17,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,8,0,7,0,48,48,26,0,22,0,5,5,4,0,1,0,39,3,2,0,16,17,1,55,75,5,6,10,2,0,0,0,0,179,34,135,18,14,1,14,6,0,0,0,0
190135,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS BIOLÓGICAS,44900,Biologia formação de professor,"""0114B01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,1,1,1,140,52,88,0,120,0,20,0,1675,541,1134,0,1642,0,33,0,127,73,54,48,79,117,1,116,0,0,0,0,0,8,0,2,0,110,10,6,1,0,0,0,51,20,30,0,0,26,569,352,217,194,375,0,409,117,34,7,0,2,0,263,80,165,3,0,58,69,53,16,38,31,0,30,32,6,1,0,0,0,34,8,21,1,0,5,127,0,569,0,69,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,33,0,27,0,253,253,140,1,133,0,24,24,12,0,14,0,119,11,4,0,67,60,0,297,268,4,34,33,2,0,0,0,0,703,127,569,69,150,3,143,26,1,0,1,0
190136,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS BIOLÓGICAS - BIOLOGIA MARINHA,23976,Biologia,"""0511B01""",5,"Ciências naturais, matemática e estatística",51,Ciências biológicas e correlatas,511,Biologia,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,6,22,0,0,19,3,0,0,0,0,0,14,1,7,0,0,0,7,5,2,7,0,0,5,2,0,0,0,0,0,5,0,2,0,0,0,0,0,22,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,4,0,5,0,2,2,1,0,1,0,3,0,0,0,0,0,0,11,11,0,2,5,0,0,0,0,0,25,0,22,7,10,0,8,2,1,0,1,0
190137,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS BIOLÓGICAS - BIOLOGIA VEGETAL,29106,Biologia,"""0511B01""",5,"Ciências naturais, matemática e estatística",51,Ciências biológicas e correlatas,511,Biologia,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,7,13,0,0,4,6,3,0,0,0,0,10,1,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,8,0,0,1,0,0,0,0,0,18,0,13,1,8,0,6,0,0,0,0,0
190138,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS BIOLÓGICAS - ECOLOGIA,31957,Biologia,"""0511B01""",5,"Ciências naturais, matemática e estatística",51,Ciências biológicas e correlatas,511,Biologia,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,31,13,44,0,0,35,6,1,2,0,0,0,24,5,12,0,1,2,12,10,2,12,0,0,7,4,0,1,0,0,0,7,1,4,0,0,0,0,0,44,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,11,0,9,0,4,4,3,0,2,0,8,0,0,0,0,0,0,18,26,0,4,8,0,0,0,0,0,52,0,44,12,21,0,20,3,0,0,0,0
190139,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS BIOLÓGICAS - GENÉTICA,31959,Biologia,"""0511B01""",5,"Ciências naturais, matemática e estatística",51,Ciências biológicas e correlatas,511,Biologia,1.0,1,1,1,1,2,2,0,0,0,0,2,0,8,8,0,0,0,0,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,49,28,21,49,0,0,36,10,1,1,1,0,0,26,5,12,0,0,6,23,12,11,23,0,0,15,7,1,0,0,0,0,14,2,6,0,0,1,1,0,49,0,23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,12,1,6,0,9,9,8,0,4,0,6,0,0,0,0,1,0,20,28,1,10,13,0,0,0,0,0,55,1,49,23,14,0,13,4,0,0,0,0
190140,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS BIOLÓGICAS - ZOOLOGIA,31958,Biologia,"""0511B01""",5,"Ciências naturais, matemática e estatística",51,Ciências biológicas e correlatas,511,Biologia,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,12,22,0,0,13,6,2,1,0,0,0,10,3,8,0,0,1,9,5,4,9,0,0,2,5,1,1,0,0,0,5,0,3,0,0,1,0,0,22,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,7,0,6,0,4,4,1,0,2,0,5,1,0,0,0,0,0,12,10,0,4,5,0,0,0,0,0,28,0,22,9,6,0,6,1,0,0,0,0
190141,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS BIOLÓGICAS: BIOFÍSICA,112584,Biologia,"""0511B01""",5,"Ciências naturais, matemática e estatística",51,Ciências biológicas e correlatas,511,Biologia,1.0,1,1,1,1,49,49,0,0,30,0,19,0,266,266,0,0,261,0,5,0,29,20,9,29,0,29,0,29,0,0,0,0,0,0,0,0,0,27,1,1,0,0,0,0,10,4,9,0,0,6,79,47,32,79,0,0,67,9,2,1,0,0,0,39,9,23,2,0,6,12,6,6,12,0,0,9,2,0,1,0,0,0,7,0,4,0,0,1,29,0,79,0,12,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,9,0,8,0,34,34,20,0,19,0,3,3,2,0,1,0,32,7,2,0,17,12,0,39,39,1,4,8,0,0,0,0,0,120,29,79,12,23,2,20,3,0,0,0,0
190142,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS BIOLÓGICAS: MICROBIOLOGIA E IMUNOLOGIA,112586,Biologia,"""0511B01""",5,"Ciências naturais, matemática e estatística",51,Ciências biológicas e correlatas,511,Biologia,1.0,1,1,1,1,71,71,0,0,50,0,21,0,842,842,0,0,839,0,3,0,49,39,10,49,0,46,0,46,0,0,0,0,0,0,0,3,1,45,2,0,1,0,0,0,20,8,13,0,0,8,164,112,52,164,0,1,143,16,2,1,1,0,0,88,25,38,1,0,12,30,16,14,30,0,0,23,6,1,0,0,0,0,24,2,4,0,0,0,46,3,160,4,30,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,13,0,12,0,75,75,41,1,43,0,10,10,3,0,5,0,17,6,2,0,23,23,3,83,77,4,12,18,0,0,0,0,0,189,49,164,30,86,20,81,14,0,0,0,0
190143,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS BIOLÓGICAS: MODALIDADE MÉDICA,112582,Biomedicina,"""0914B01""",9,Saúde e bem-estar,91,Saúde,914,Tecnologia de diagnóstico e tratamento médico,1.0,1,1,1,1,106,106,0,0,84,0,22,0,1345,1345,0,0,1322,0,23,0,87,62,25,87,0,83,0,83,0,0,0,0,0,3,0,1,0,84,2,0,1,0,0,0,39,9,23,1,0,15,328,249,79,328,0,0,265,56,3,3,1,0,0,164,32,101,2,0,29,72,58,14,72,0,0,49,20,2,1,0,0,0,40,6,20,0,0,6,86,1,325,3,71,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,25,0,23,0,159,159,89,0,83,0,36,36,16,0,15,0,65,7,0,0,45,41,1,170,153,5,42,28,2,0,0,0,0,400,87,328,72,86,24,83,10,0,0,0,0
190144,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS CONTÁBEIS,14364,Contabilidade,"""0411C01""",4,"Negócios, administração e direito",41,Negócios e administração,411,Contabilidade e tributação,1.0,1,1,1,1,188,188,0,0,180,0,8,0,3542,3542,0,0,3521,0,21,0,184,65,119,184,0,178,0,178,0,0,0,0,0,5,0,1,0,159,14,7,2,1,0,1,73,24,48,0,0,39,904,330,574,904,0,0,603,211,56,18,11,4,1,397,116,239,8,1,143,118,50,68,118,0,0,49,54,12,1,1,1,0,62,11,29,2,0,14,184,0,902,2,116,2,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,45,3,44,0,420,420,234,7,218,0,43,43,21,0,17,0,169,24,2,0,96,88,0,450,430,24,51,61,6,0,0,0,0,1099,184,904,118,77,0,76,7,0,0,0,0
190145,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS CONTÁBEIS,1125881,Contabilidade,"""0411C01""",4,"Negócios, administração e direito",41,Negócios e administração,411,Contabilidade e tributação,1.0,1,1,1,1,55,55,0,0,50,0,5,0,497,497,0,0,492,0,5,0,50,15,35,50,0,50,0,50,0,0,0,0,0,0,0,0,0,42,6,1,1,0,0,0,13,6,16,0,0,15,273,98,175,273,0,0,171,68,21,8,2,3,0,98,33,103,2,1,36,29,10,19,29,0,0,6,17,3,2,0,1,0,14,5,8,1,0,1,50,0,273,0,29,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,14,2,13,0,126,126,71,2,64,0,8,8,3,0,4,0,47,3,0,0,25,25,0,138,129,6,12,16,1,0,0,0,0,323,50,273,29,24,0,24,2,0,0,0,0
190146,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,CIÊNCIAS ECONÔMICAS,14366,Economia,"""0311E01""",3,"Ciências sociais, comunicação e informação",31,Ciências sociais e comportamentais,311,Economia,1.0,1,1,1,1,231,176,55,0,200,0,30,1,2809,1970,839,0,2712,0,96,1,222,62,160,175,47,200,0,200,0,0,0,0,0,19,1,2,1,205,8,3,3,0,1,1,102,20,56,1,1,42,994,267,727,736,258,1,771,170,34,11,5,2,0,494,89,271,7,4,129,156,45,111,118,38,0,85,56,10,3,2,0,0,87,11,36,1,0,21,220,2,989,5,155,1,16,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,103,56,3,52,0,452,452,257,6,218,0,50,50,31,0,15,0,130,24,3,0,109,111,2,480,501,13,55,95,6,0,0,0,0,1151,222,994,156,104,1,102,10,4,0,4,0
