,NU_ANO_CENSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,IN_CAPITAL,TP_DIMENSAO,TP_ORGANIZACAO_ACADEMICA,TP_CATEGORIA_ADMINISTRATIVA,TP_REDE,CO_IES,NO_CURSO,CO_CURSO,NO_CINE_ROTULO,CO_CINE_ROTULO2,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,CO_CINE_AREA_ESPECIFICA,NO_CINE_AREA_ESPECIFICA,CO_CINE_AREA_DETALHADA,NO_CINE_AREA_DETALHADA,TP_GRAU_ACADEMICO,IN_GRATUITO,TP_MODALIDADE_ENSINO,TP_NIVEL_ACADEMICO,QT_CURSO,QT_VG_TOTAL,QT_VG_TOTAL_DIURNO,QT_VG_TOTAL_NOTURNO,QT_VG_TOTAL_EAD,QT_VG_NOVA,QT_VG_PROC_SELETIVO,QT_VG_REMANESC,QT_VG_PROG_ESPECIAL,QT_INSCRITO_TOTAL,QT_INSCRITO_TOTAL_DIURNO,QT_INSCRITO_TOTAL_NOTURNO,QT_INSCRITO_TOTAL_EAD,QT_INSC_VG_NOVA,QT_INSC_PROC_SELETIVO,QT_INSC_VG_REMANESC,QT_INSC_VG_PROG_ESPECIAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_DIURNO,QT_ING_NOTURNO,QT_ING_VG_NOVA,QT_ING_VESTIBULAR,QT_ING_ENEM,QT_ING_AVALIACAO_SERIADA,QT_ING_SELECAO_SIMPLIFICA,QT_ING_EGR,QT_ING_OUTRO_TIPO_SELECAO,QT_ING_PROC_SELETIVO,QT_ING_VG_REMANESC,QT_ING_VG_PROG_ESPECIAL,QT_ING_OUTRA_FORMA,QT_ING_0_17,QT_ING_18_24,QT_ING_25_29,QT_ING_30_34,QT_ING_35_39,QT_ING_40_49,QT_ING_50_59,QT_ING_60_MAIS,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_MAT,QT_MAT_FEM,QT_MAT_MASC,QT_MAT_DIURNO,QT_MAT_NOTURNO,QT_MAT_0_17,QT_MAT_18_24,QT_MAT_25_29,QT_MAT_30_34,QT_MAT_35_39,QT_MAT_40_49,QT_MAT_50_59,QT_MAT_60_MAIS,QT_MAT_BRANCA,QT_MAT_PRETA,QT_MAT_PARDA,QT_MAT_AMARELA,QT_MAT_INDIGENA,QT_MAT_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_DIURNO,QT_CONC_NOTURNO,QT_CONC_0_17,QT_CONC_18_24,QT_CONC_25_29,QT_CONC_30_34,QT_CONC_35_39,QT_CONC_40_49,QT_CONC_50_59,QT_CONC_60_MAIS,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_NACBRAS,QT_ING_NACESTRANG,QT_MAT_NACBRAS,QT_MAT_NACESTRANG,QT_CONC_NACBRAS,QT_CONC_NACESTRANG,QT_ALUNO_DEFICIENTE,QT_ING_DEFICIENTE,QT_MAT_DEFICIENTE,QT_CONC_DEFICIENTE,QT_ING_FINANC,QT_ING_FINANC_REEMB,QT_ING_FIES,QT_ING_RPFIES,QT_ING_FINANC_REEMB_OUTROS,QT_ING_FINANC_NREEMB,QT_ING_PROUNII,QT_ING_PROUNIP,QT_ING_NRPFIES,QT_ING_FINANC_NREEMB_OUTROS,QT_MAT_FINANC,QT_MAT_FINANC_REEMB,QT_MAT_FIES,QT_MAT_RPFIES,QT_MAT_FINANC_REEMB_OUTROS,QT_MAT_FINANC_NREEMB,QT_MAT_PROUNII,QT_MAT_PROUNIP,QT_MAT_NRPFIES,QT_MAT_FINANC_NREEMB_OUTROS,QT_CONC_FINANC,QT_CONC_FINANC_REEMB,QT_CONC_FIES,QT_CONC_RPFIES,QT_CONC_FINANC_REEMB_OUTROS,QT_CONC_FINANC_NREEMB,QT_CONC_PROUNII,QT_CONC_PROUNIP,QT_CONC_NRPFIES,QT_CONC_FINANC_NREEMB_OUTROS,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVETNICO,QT_ING_RVPDEF,QT_ING_RVSOCIAL_RF,QT_ING_RVOUTROS,QT_MAT_RESERVA_VAGA,QT_MAT_RVREDEPUBLICA,QT_MAT_RVETNICO,QT_MAT_RVPDEF,QT_MAT_RVSOCIAL_RF,QT_MAT_RVOUTROS,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVETNICO,QT_CONC_RVPDEF,QT_CONC_RVSOCIAL_RF,QT_CONC_RVOUTROS,QT_SIT_TRANCADA,QT_SIT_DESVINCULADO,QT_SIT_TRANSFERIDO,QT_SIT_FALECIDO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_ING_PROCNAOINFORMADA,QT_MAT_PROCESCPUBLICA,QT_MAT_PROCESCPRIVADA,QT_MAT_PROCNAOINFORMADA,QT_CONC_PROCESCPUBLICA,QT_CONC_PROCESCPRIVADA,QT_CONC_PROCNAOINFORMADA,QT_PARFOR,QT_ING_PARFOR,QT_MAT_PARFOR,QT_CONC_PARFOR,QT_APOIO_SOCIAL,QT_ING_APOIO_SOCIAL,QT_MAT_APOIO_SOCIAL,QT_CONC_APOIO_SOCIAL,QT_ATIV_EXTRACURRICULAR,QT_ING_ATIV_EXTRACURRICULAR,QT_MAT_ATIV_EXTRACURRICULAR,QT_CONC_ATIV_EXTRACURRICULAR,QT_MOB_ACADEMICA,QT_ING_MOB_ACADEMICA,QT_MAT_MOB_ACADEMICA,QT_CONC_MOB_ACADEMICA
190168,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENFERMAGEM,26611,Enfermagem,"""0913E01""",9,Saúde e bem-estar,91,Saúde,913,Enfermagem,1.0,1,1,1,1,144,144,0,0,144,0,0,0,7165,7165,0,0,7165,0,0,0,141,117,24,141,0,138,0,138,0,0,0,0,0,0,0,3,0,125,12,1,1,2,0,0,51,23,45,1,0,21,592,522,70,592,0,0,455,107,14,8,4,3,1,254,96,196,8,1,37,104,98,6,104,0,0,62,38,2,1,1,0,0,47,14,39,0,1,3,139,2,587,5,104,0,8,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,41,2,35,0,292,292,177,6,156,0,53,53,30,0,34,0,99,31,2,0,72,68,1,314,274,4,56,48,0,0,0,0,0,724,141,592,104,408,26,383,58,0,0,0,0
190169,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA (CICLO BáSICO),5000468,Engenharia,"""0710E01""",7,"Engenharia, produção e construção",71,Engenharia e profissões correlatas,710,Engenharia e profissões correlatas sem definição precisa,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
190170,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA AMBIENTAL,83486,Engenharia ambiental,"""0712E01""",7,"Engenharia, produção e construção",71,Engenharia e profissões correlatas,712,Tecnologia de proteção ambiental,1.0,1,1,1,1,50,50,0,0,40,0,10,0,517,517,0,0,504,0,13,0,43,20,23,43,0,40,0,40,0,0,0,0,0,3,0,0,0,40,2,0,0,0,1,0,17,6,8,0,0,12,202,112,90,202,0,0,146,48,7,1,0,0,0,108,22,46,1,0,25,22,14,8,22,0,0,7,12,2,1,0,0,0,12,1,7,0,0,2,43,0,202,0,22,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12,0,10,0,88,88,50,1,38,0,7,7,3,0,3,0,35,8,1,0,21,22,0,92,104,6,8,12,2,0,0,0,0,246,43,202,22,23,1,22,1,4,0,4,0
190171,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA CIVIL,14351,Engenharia civil,"""0732E01""",7,"Engenharia, produção e construção",73,Arquitetura e construção,732,Engenharia civil e construção,1.0,1,1,1,1,151,151,0,0,140,0,11,0,2341,2341,0,0,2320,0,21,0,147,50,97,147,0,140,0,140,0,0,0,0,0,5,0,2,0,133,9,1,1,1,2,0,44,16,40,1,0,46,777,275,502,777,0,0,556,192,19,6,2,2,0,372,49,217,7,3,129,132,36,96,132,0,0,64,61,6,1,0,0,0,75,6,37,1,0,13,146,1,772,5,132,0,19,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,39,7,38,0,351,351,178,7,179,0,48,48,24,0,20,0,135,19,3,0,76,71,0,375,376,26,54,68,10,0,0,0,0,934,147,777,132,95,0,94,12,13,0,13,0
190172,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA DE ALIMENTOS,83910,Engenharia de alimentos,"""0721E01""",7,"Engenharia, produção e construção",72,Produção e processamento,721,Processamento de alimentos,1.0,1,1,1,1,57,57,0,0,40,0,17,0,421,421,0,0,416,0,5,0,40,21,19,40,0,39,0,39,0,0,0,0,0,1,0,0,0,36,3,0,0,1,0,0,14,1,12,1,0,12,138,78,60,138,0,0,105,24,8,0,1,0,0,65,8,39,3,0,23,6,2,4,6,0,0,1,3,2,0,0,0,0,1,1,4,0,0,0,40,0,138,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,10,0,9,0,65,65,36,1,30,0,2,2,2,0,1,0,42,11,1,0,22,18,0,70,60,8,3,1,2,0,0,0,0,192,40,138,6,7,0,7,0,0,0,0,0
190173,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA DE BIOPROCESSOS,83936,Engenharia de bioprocessos,"""0711E02""",7,"Engenharia, produção e construção",71,Engenharia e profissões correlatas,711,Engenharia química e de processos,1.0,1,1,1,1,63,63,0,0,40,0,23,0,268,268,0,0,264,0,4,0,39,24,15,39,0,39,0,39,0,0,0,0,0,0,0,0,1,34,3,0,0,0,1,0,15,5,10,2,0,7,143,82,61,143,0,1,102,31,6,1,0,2,0,70,12,35,4,0,22,19,12,7,19,0,0,3,12,4,0,0,0,0,12,1,2,1,0,3,39,0,143,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10,0,11,0,55,55,30,0,28,0,4,4,1,0,1,0,37,13,3,0,23,16,0,64,73,6,7,8,4,0,0,0,0,196,39,143,19,11,0,10,1,0,0,0,0
190174,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA DE COMPUTAÇÃO E INFORMAÇÃO,83904,Engenharia de computação (DCN Computação),"""0616E01""",6,Computação e Tecnologias da Informação e Comunicação (TIC),61,Computação e Tecnologias da Informação e Comunicação (TIC),616,Desenvolvimento de sistemas que integram software e hardware,1.0,1,1,1,1,47,47,0,0,35,0,12,0,759,759,0,0,714,0,45,0,48,10,38,48,0,35,0,35,0,0,0,0,0,12,0,1,0,47,1,0,0,0,0,0,26,4,12,1,0,5,174,22,152,174,0,0,134,33,6,1,0,0,0,104,12,35,2,0,21,8,1,7,8,0,0,3,4,1,0,0,0,0,8,0,0,0,0,0,48,0,173,1,7,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12,0,9,0,75,75,35,0,38,0,0,0,0,0,0,0,37,10,0,0,23,25,0,85,83,6,0,7,1,0,0,0,0,221,48,174,8,11,1,11,0,4,0,4,0
190175,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,83906,Engenharia de controle e automação,"""0714E05""",7,"Engenharia, produção e construção",71,Engenharia e profissões correlatas,714,Eletrônica e automação,1.0,1,1,1,1,44,44,0,0,35,0,9,0,369,369,0,0,366,0,3,0,35,7,28,35,0,34,0,34,0,0,0,0,0,1,0,0,0,33,2,0,0,0,0,0,15,5,7,0,0,8,143,33,110,143,0,0,115,25,3,0,0,0,0,71,10,34,1,0,27,7,2,5,7,0,0,1,5,1,0,0,0,0,4,0,2,0,0,1,35,0,143,0,7,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,10,0,9,0,65,65,32,1,32,0,1,1,0,0,0,0,31,3,3,0,19,16,0,73,66,4,3,2,2,0,0,0,0,180,35,143,7,11,0,11,1,4,0,4,0
190176,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA DE MATERIAIS,14368,Engenharia de materiais,"""0722E01""",7,"Engenharia, produção e construção",72,Produção e processamento,722,Materiais,1.0,1,1,1,1,85,85,0,0,50,0,35,0,348,348,0,0,340,0,8,0,54,15,39,54,0,51,0,51,0,0,0,0,0,3,0,0,0,50,2,1,0,1,0,0,24,7,11,0,0,12,160,47,113,160,0,0,108,45,5,1,1,0,0,87,11,38,1,0,23,24,6,18,24,0,0,4,18,2,0,0,0,0,14,2,7,0,0,1,54,0,158,2,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,15,0,13,0,69,69,37,0,27,0,11,11,6,0,2,0,38,12,7,0,27,27,0,74,82,4,14,9,1,0,0,0,0,217,54,160,24,13,1,13,2,2,0,2,0
190177,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA DE PETRÓLEO,83908,Engenharia de petróleo,"""0724E02""",7,"Engenharia, produção e construção",72,Produção e processamento,724,Mineração e extração,1.0,1,1,1,1,60,60,0,0,40,0,20,0,530,530,0,0,525,0,5,0,43,16,27,43,0,39,0,39,0,0,0,0,0,2,0,2,0,36,5,1,0,1,0,0,7,5,19,1,0,11,142,52,90,142,0,0,98,39,3,1,1,0,0,58,15,50,2,1,16,16,4,12,16,0,0,6,10,0,0,0,0,0,8,1,3,1,0,3,42,1,137,5,15,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,12,0,9,0,61,61,36,0,28,0,3,3,0,0,0,0,31,12,1,0,21,21,1,65,72,5,3,11,2,0,0,0,0,186,43,142,16,5,0,5,0,0,0,0,0
190178,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA DE PRODUÇÃO,14352,Engenharia de produção,"""0725E02""",7,"Engenharia, produção e construção",72,Produção e processamento,725,Produção e processos de fabricação,1.0,1,1,1,1,96,96,0,0,90,0,6,0,1316,1316,0,0,1272,0,44,0,96,35,61,96,0,92,0,92,0,0,0,0,0,4,0,0,1,90,3,0,2,0,0,0,35,12,21,0,0,28,487,158,329,487,0,1,374,100,8,4,0,0,0,230,29,128,1,0,99,88,29,59,88,0,0,55,30,3,0,0,0,0,50,2,21,0,0,15,95,1,486,1,88,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,24,0,24,0,220,220,121,1,112,0,30,30,16,0,10,0,68,8,0,0,48,47,1,226,254,7,30,56,2,0,0,0,0,563,96,487,88,23,0,21,0,10,0,10,0
190179,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA ELETRÔNICA E DE COMPUTAÇÃO,85825,Engenharia eletrônica,"""0714E08""",7,"Engenharia, produção e construção",71,Engenharia e profissões correlatas,714,Eletrônica e automação,1.0,1,1,1,1,98,98,0,0,90,0,8,0,1462,1462,0,0,1447,0,15,0,95,15,80,95,0,91,0,91,0,0,0,0,0,3,0,1,1,89,5,0,0,0,0,0,33,7,25,2,0,28,468,69,399,468,0,1,325,123,16,0,1,2,0,245,29,118,3,0,73,39,11,28,39,0,0,12,25,2,0,0,0,0,26,1,7,0,0,5,95,0,467,1,39,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,25,1,26,0,211,211,98,1,108,0,11,11,5,0,3,0,102,15,9,0,48,47,0,235,210,23,19,14,6,0,0,0,0,594,95,468,39,55,1,52,3,1,0,1,0
190180,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA ELÉTRICA,14350,Engenharia elétrica,"""0713E05""",7,"Engenharia, produção e construção",71,Engenharia e profissões correlatas,713,Eletricidade e energia,1.0,1,1,1,1,102,102,0,0,90,0,12,0,1098,1098,0,0,1080,0,18,0,100,11,89,100,0,93,0,93,0,0,0,0,0,7,0,0,0,92,7,1,0,0,0,0,36,14,23,1,0,26,532,100,432,532,0,0,368,143,16,3,2,0,0,279,41,140,5,0,67,54,7,47,54,0,0,14,37,2,1,0,0,0,38,1,11,0,0,4,99,1,530,2,54,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,28,0,27,0,246,246,124,0,131,0,15,15,5,0,7,0,84,20,2,0,51,49,0,263,239,30,20,25,9,0,0,0,0,638,100,532,54,55,1,53,3,8,0,8,0
190181,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA MATEMÁTICA,1483752,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística","""0588P01""",5,"Ciências naturais, matemática e estatística",58,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",588,"Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",1.0,1,1,1,1,20,20,0,0,20,0,0,0,210,210,0,0,210,0,0,0,19,3,16,19,0,19,0,19,0,0,0,0,0,0,0,0,0,14,3,0,0,0,2,0,6,1,6,0,0,6,13,2,11,13,0,0,10,2,0,0,0,1,0,4,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,0,4,0,4,4,2,0,3,0,0,0,0,0,0,0,5,1,0,0,11,8,0,6,7,0,0,0,0,0,0,0,0,19,19,13,0,0,0,0,0,0,0,0,0
190182,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA MECÂNICA,14355,Engenharia mecânica,"""0715E02""",7,"Engenharia, produção e construção",71,Engenharia e profissões correlatas,715,Engenharia mecânica e metalurgia,1.0,1,1,1,1,126,126,0,0,120,0,6,0,1569,1569,0,0,1551,0,18,0,126,19,107,126,0,119,0,119,0,0,0,0,0,5,0,2,1,118,4,1,1,1,0,0,50,13,36,0,0,27,750,126,624,750,0,1,525,197,19,5,3,0,0,364,56,203,9,1,117,87,12,75,87,0,0,34,52,1,0,0,0,0,54,3,18,2,0,10,126,0,748,2,87,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,33,2,34,0,315,315,169,2,157,0,23,23,11,0,9,0,114,9,1,0,61,65,0,334,382,34,26,55,6,0,0,0,0,874,126,750,87,44,2,44,0,29,0,29,0
190183,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA METALÚRGICA,14353,Engenharia metalúrgica,"""0715E03""",7,"Engenharia, produção e construção",71,Engenharia e profissões correlatas,715,Engenharia mecânica e metalurgia,1.0,1,1,1,1,97,97,0,0,50,0,47,0,453,453,0,0,448,0,5,0,51,10,41,51,0,49,0,49,0,0,0,0,0,2,0,0,1,46,3,0,0,1,0,0,22,4,11,0,0,14,115,24,91,115,0,0,73,31,4,4,2,1,0,51,7,33,1,0,23,10,1,9,10,0,0,4,5,1,0,0,0,0,4,0,3,0,0,3,51,0,114,1,10,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,14,0,13,0,59,59,30,1,26,0,2,2,1,0,1,0,46,15,4,0,25,26,0,61,46,8,2,7,1,0,0,0,0,180,51,115,10,8,0,8,1,0,0,0,0
190184,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA NAVAL E OCEÂNICA,14354,Engenharia naval,"""0716E05""",7,"Engenharia, produção e construção",71,Engenharia e profissões correlatas,716,"Veículos a motor, construção naval, aeronáutica, ferroviária e metroviária",1.0,1,1,1,1,97,97,0,0,80,0,17,0,898,898,0,0,893,0,5,0,81,25,56,81,0,79,0,79,0,0,0,0,0,2,0,0,2,73,3,1,1,1,0,0,23,11,20,1,1,25,417,124,293,417,0,1,270,112,23,4,7,0,0,198,28,119,4,3,65,34,10,24,34,0,0,10,21,2,1,0,0,0,22,1,7,0,1,3,80,1,416,1,34,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,20,0,20,0,179,179,82,1,81,0,8,8,4,0,2,0,71,13,2,0,44,37,0,191,196,30,10,16,8,0,0,0,0,503,81,417,34,22,0,22,1,12,0,12,0
190185,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA NUCLEAR,1114293,Engenharia nuclear,"""0713E06""",7,"Engenharia, produção e construção",71,Engenharia e profissões correlatas,713,Eletricidade e energia,1.0,1,1,1,1,58,58,0,0,40,0,18,0,404,404,0,0,400,0,4,0,39,12,27,39,0,39,0,39,0,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,16,3,6,1,0,13,131,31,100,131,0,0,98,28,4,0,0,1,0,64,13,28,4,0,22,8,3,5,8,0,0,2,6,0,0,0,0,0,5,0,2,1,0,0,39,0,130,1,8,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,6,0,9,0,53,53,26,1,28,0,4,4,1,0,3,0,25,6,3,0,17,22,0,59,72,0,4,4,0,0,0,0,0,165,39,131,8,8,0,8,0,1,0,1,0
190186,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ENGENHARIA QUÍMICA,14367,Engenharia química,"""0711E05""",7,"Engenharia, produção e construção",71,Engenharia e profissões correlatas,711,Engenharia química e de processos,1.0,1,1,1,1,191,128,63,0,176,0,15,0,1937,1207,730,0,1878,0,59,0,183,76,107,121,62,173,0,173,0,0,0,0,0,10,0,0,0,167,13,1,2,0,0,0,73,23,52,1,0,34,967,408,559,658,309,0,709,227,25,4,1,1,0,497,62,285,7,0,116,112,50,62,80,32,0,46,59,7,0,0,0,0,71,2,27,1,0,11,183,0,966,1,112,0,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,48,3,47,0,444,444,242,5,208,0,37,37,18,0,16,0,174,28,5,0,96,87,0,500,449,18,46,58,8,0,0,0,0,1174,183,967,112,83,1,73,7,6,0,6,0
190187,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,ESTATÍSTICA,14330,Estatística,"""0542E01""",5,"Ciências naturais, matemática e estatística",54,Matemática e estatística,542,Estatística,1.0,1,1,1,1,26,26,0,0,15,0,11,0,122,122,0,0,111,0,11,0,18,3,15,18,0,11,0,11,0,0,0,0,0,7,0,0,0,15,0,2,0,0,1,0,4,3,10,1,0,0,77,27,50,77,0,0,51,20,5,1,0,0,0,32,10,30,0,0,5,12,5,7,12,0,0,3,9,0,0,0,0,0,8,1,3,0,0,0,18,0,77,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,4,0,35,35,26,0,16,0,5,5,4,0,4,0,19,4,0,0,10,8,0,37,37,3,5,7,0,0,0,0,0,100,18,77,12,4,0,3,0,0,0,0,0
190188,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,FARMÁCIA,14369,Farmácia,"""0916F01""",9,Saúde e bem-estar,91,Saúde,916,Farmácia,1.0,1,1,1,1,377,183,194,0,320,0,57,0,5723,2652,3071,0,5692,0,31,0,322,214,108,163,159,314,0,314,0,0,0,0,0,5,0,3,2,280,24,11,2,2,1,0,105,48,93,2,0,74,1575,1114,461,837,738,2,1095,356,75,19,24,4,0,724,190,475,18,3,165,138,104,34,85,53,0,35,87,13,2,1,0,0,75,7,43,3,1,9,320,2,1569,6,137,1,28,7,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,94,7,80,0,717,717,380,10,357,0,49,49,17,0,25,0,241,42,3,0,169,151,2,815,725,35,63,56,19,0,0,0,0,1861,322,1575,138,137,0,132,8,0,0,0,0
